Bezeichnung,Value for threshold delta,Number of Principles fulfilled,principles_fulfilled,principles_not_fulfilled
MAX mit Epsilon=0.01,0.522,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.523,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.524,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.525,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.526,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.527,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.528,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.529,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.530,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.531,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.532,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.533,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.534,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.535,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.536,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.537,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.538,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.539,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.540,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.541,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.542,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.543,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.544,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.545,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.546,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.547,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.548,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.549,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.550,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.551,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.552,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.553,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.554,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.555,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.556,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.557,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.558,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.559,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.560,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.561,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.562,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.563,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.564,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.565,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.566,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.567,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.568,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.569,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.570,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.571,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.572,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.573,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.574,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.575,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.576,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.577,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.578,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.579,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.580,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.581,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.582,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.583,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.584,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.585,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
MAX mit Epsilon=0.01,0.586,6,{I-Maximality / Weak Reinstatement / CF-Reinstatement / Reduct Admissibility / Modularization / Reinstatement},{Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA) / Directionality / Defence / Naivety / Semi-Qualified Admissibility / Admissibility / Strong Admissibility / SCC Decomposability}
